Source,Sink,common_neighbors,AAprediction,exist_in_training_dataset,source_parents_count,source_non_leaf_descendants_count,source_leaf_descendans_count,sink_parent_non_leaf_descendants_count,sink_parent_leaf_descendans_count,sink_parents_count
118155,2666855,4,0.5633182486216621,1,134,132.0,368.0,1738,11807,8
118155,4294728,10,0.9959576434392904,1,134,132.0,368.0,96852,4187293,97
118588,1336736,21,11.770006049600275,1,15,20.0,39.0,6866,778539,11
118604,2000991,63,9.274852926901335,1,276,85.0,187.0,139632,1615993,592
119316,1386385,2,0.26116359011719537,1,44,63.0,178.0,6048,72543,27
121749,906544,6,0.5463677491581022,1,42,54.0,531.0,10648,660748,14
121749,1593188,19,1.7781822535536012,1,42,54.0,531.0,140072,5754934,178
121749,4253139,23,2.0687721770741447,1,42,54.0,531.0,170346,7432474,248
121827,3221083,1,0.14357336173896698,1,6,10.0,20.0,18576,1127279,54
122041,1117638,20,3.858521369263416,1,29,33.0,210.0,20127,502702,50
122041,1850522,22,3.318170303024025,1,29,33.0,210.0,29669,917252,67
122041,3120875,52,11.029976453729578,1,29,33.0,210.0,57517,2202979,93
123130,6895,1,0.15421067857520554,1,6,5.0,18.0,10646,45739,41
123130,492824,3,0.4854784478728578,1,6,5.0,18.0,166436,3803319,260
123195,1416474,10,1.4016265197489548,1,58,64.0,207.0,14215,881387,28
123195,1721413,14,1.9350602788026865,1,58,64.0,207.0,270685,3436305,1278
123195,4821474,5,0.6881025753927298,1,58,64.0,207.0,18973,664104,41
124660,3061964,1,0.16621906201169442,1,11,43.0,117.0,512,3967,7
125928,1818269,28,4.085100296936788,1,47,112.0,85.0,62546,559586,168
125928,4846449,21,2.5814597568359723,1,47,112.0,85.0,64461,2245105,99
126225,4432191,2,0.1969404244488167,1,17,17.0,203.0,27585,666160,85
126390,4691686,8,1.0377464342270601,1,56,23.0,436.0,39858,1561169,37
126565,3702527,2,0.29806842122342864,1,176,53.0,60.0,8836,129518,24
127108,126344,88,13.834653701501464,1,68,87.0,488.0,328543,8232794,604
127108,265352,11,1.1435364662752416,1,68,87.0,488.0,86390,3909473,98
127108,3815112,4,0.4502352981265685,1,68,87.0,488.0,6075,184300,9
127108,4109816,34,3.7402357264800488,1,68,87.0,488.0,363924,10015746,878
127603,33557,3,0.2675854229677851,1,9,45.0,260.0,13683,2290681,17
127603,1228736,16,2.319673950431953,1,9,45.0,260.0,289996,3468258,1789
127603,3814459,2,0.17447150863642755,1,9,45.0,260.0,15143,1075801,20
127619,426733,6,1.1321673650122144,1,84,40.0,31.0,1285,2788,13
127935,2238527,3,0.5055745481013881,1,63,39.0,56.0,6112,24535,16
127935,4445347,33,4.9112292643258435,1,63,39.0,56.0,198994,1443190,1035
128513,3514817,8,1.349666942510489,1,42,78.0,175.0,25529,1262369,32
128513,4466051,5,0.7132269899479421,1,42,78.0,175.0,2477,80531,13
130440,3330434,4,0.5387110489832321,1,85,240.0,197.0,6464,75825,20
130440,3962229,7,0.7153599586399813,1,85,240.0,197.0,26910,1565530,44
131200,679661,2,0.1949374747213208,1,36,27.0,137.0,17217,399179,19
131200,1387930,13,1.6136436518010226,1,36,27.0,137.0,73499,2799707,115
132778,4000455,61,14.77138190656368,1,54,55.0,286.0,23889,775844,55
133167,3163676,233,36.63732012545673,1,920,164.0,74.0,122259,1638161,450
133167,3580034,203,33.0766801474206,1,920,164.0,74.0,100720,1603884,284
133167,4700499,44,7.666132044884135,1,920,164.0,74.0,18886,191039,53
133813,1013319,35,8.2350721586143,1,28,28.0,57.0,13306,162144,54
133813,1832321,25,5.672868430119537,1,28,28.0,57.0,17372,1303915,33
133813,2926541,15,2.3564913606648243,1,28,28.0,57.0,270331,5029408,1345
135497,4185,1,0.43429448190325176,1,11,13.0,83.0,4449,37410,34
135497,23687,2,0.4160788072802647,1,11,13.0,83.0,2087,27342,4
136049,3009077,17,2.754351171408177,1,40,111.0,183.0,17934,812380,76
136049,3233250,8,1.381571904058081,1,40,111.0,183.0,3951,33238,12
136049,3476921,4,0.7204035465659558,1,40,111.0,183.0,33943,421634,269
136049,4596571,4,0.6045156887043402,1,40,111.0,183.0,1633,39427,5
136228,1198810,1,0.1057570239607498,1,51,57.0,295.0,12586,66794,40
136228,1681295,1,0.12050674579406445,1,51,57.0,295.0,13003,377269,28
136228,4049097,16,2.2870165774379005,1,51,57.0,295.0,131981,3141721,285
136342,4043067,2,0.2935483600761375,1,83,29.0,56.0,7601,96596,16
136342,4528112,7,1.7056654856091746,1,83,29.0,56.0,5447,38682,34
136846,3505437,9,1.3571069302214929,1,79,76.0,146.0,12573,1188347,33
136846,4767939,37,6.821810375245702,1,79,76.0,146.0,47296,1745742,123
137437,451911,1,0.15356865930359698,1,26,18.0,47.0,45000,1243144,138
137671,1481434,31,5.368445417824517,1,42,68.0,193.0,130920,3900594,208
137671,2869355,1,0.1379730433395053,1,42,68.0,193.0,143658,1584673,781
137850,518162,2,0.1602607453968136,1,27,56.0,157.0,15345,1039294,11
138349,659338,2,0.27966209877048104,1,81,57.0,343.0,663,1869,6
138349,2282302,3,0.4280446894761489,1,81,57.0,343.0,24764,294423,45
138588,1329656,6,0.8754590162261715,1,39,66.0,338.0,7963,842494,10
138588,2299791,5,0.6114113626267589,1,39,66.0,338.0,18119,1165485,12
138588,2810442,2,0.3419667926112305,1,39,66.0,338.0,179,1059,3
139805,2935265,4,0.7047408383738469,1,19,19.0,99.0,2010,29347,13
140335,4601475,8,1.1172759077250394,1,191,9.0,29.0,9697,104850,31
141001,2874533,12,1.3637065438548173,1,85,85.0,410.0,123469,2359646,217
142185,1465125,6,0.8323689032320317,1,74,116.0,374.0,31988,207302,189
142185,2054730,37,8.205419041312428,1,74,116.0,374.0,15358,428950,17
142185,2109235,2,0.17092411882745506,1,74,116.0,374.0,19037,323151,28
142185,4475906,27,3.520563970230871,1,74,116.0,374.0,371263,4501917,1795
142496,3106552,1,0.143418395354435,1,77,50.0,197.0,9322,36697,58
142496,3816319,4,0.5651156007419107,1,77,50.0,197.0,1717,9960,8
143500,3824251,1,0.18635938684789813,1,24,54.0,146.0,18958,173102,83
143955,2452371,29,6.280598367693917,1,63,105.0,191.0,262488,5961585,925
143955,4539510,1,0.18403591485650025,1,63,105.0,191.0,1387,81519,4
143955,4670461,7,0.9434837906130114,1,63,105.0,191.0,8606,114308,21
144060,1933294,1,0.08449373257091766,1,26,28.0,20.0,28510,1304449,25
145747,3325213,2,0.4365812594729875,1,1,5.0,7.0,2306,22086,7
145983,938558,72,14.503699262699936,1,172,150.0,274.0,11368,34139,46
145983,3027611,24,2.520534238104592,1,172,150.0,274.0,78276,3435899,120
145983,4194259,6,0.9597975855619424,1,172,150.0,274.0,2159,5525,10
146027,733811,16,1.7638304428682972,1,363,83.0,206.0,120069,4597832,148
146027,3243649,8,0.8958413733844138,1,363,83.0,206.0,49829,2198535,60
146027,4099625,34,4.192966817357052,1,363,83.0,206.0,113639,2407021,190
146326,1514068,2,0.2971876705816177,1,5,25.0,139.0,57720,591988,279
150037,3251562,6,1.357625414545652,1,18,33.0,16.0,2535,25313,10
150150,3149670,3,0.3605144200672872,1,21,47.0,101.0,23530,695251,145
150171,2570908,1,0.15099498924390126,1,28,32.0,269.0,198,3276,6
150985,1518613,14,2.15048785181744,1,59,101.0,178.0,16333,275102,32
151284,678280,88,14.712683120401616,1,224,135.0,78.0,39672,213527,160
151284,2515189,17,3.007087162469273,1,224,135.0,78.0,12630,36259,111
153004,869592,71,16.497870218014413,1,69,99.0,167.0,57761,1416976,164
153004,3231197,12,1.9657775065956369,1,69,99.0,167.0,16134,158383,41
153004,3711578,27,4.254286707471562,1,69,99.0,167.0,436864,4915667,1914
153095,2613208,1,0.08883819970745421,1,14,79.0,463.0,29626,1588090,29
153095,2686268,19,3.29929644593144,1,14,79.0,463.0,2453,10141,17
153095,2749113,1,0.11390095742580254,1,14,79.0,463.0,20511,1261104,31
153095,3080296,7,1.346302887809273,1,14,79.0,463.0,11000,43184,90
153095,4304819,1,0.1960835669232692,1,14,79.0,463.0,826,61024,5
154143,2691972,6,0.9169442053244792,1,14,16.0,44.0,2479,9620,12
154714,3566235,6,0.8223530212205027,1,249,75.0,324.0,4758,136471,35
155188,1984005,30,6.803977161235678,1,29,20.0,32.0,49326,210191,269
155232,2297923,2,0.3227700045322016,1,27,45.0,200.0,4737,10206,35
155232,4380424,5,0.7718914300203191,1,27,45.0,200.0,21261,741761,21
156140,661467,2,0.20906284333482056,1,33,119.0,284.0,6359,482396,15
156140,1165817,96,14.701480503013599,1,33,119.0,284.0,563906,7595357,2058
156140,4657956,1,0.1069179349877994,1,33,119.0,284.0,4768,100058,6
156740,2300006,38,7.365210123752822,1,58,24.0,0.0,8332,12823,58
156740,4050404,37,7.08414420608495,1,58,24.0,0.0,10431,18336,62
156740,4542291,47,9.254486919756722,1,58,24.0,0.0,13454,23637,87
157215,2939219,44,7.758096802457154,1,11,70.0,187.0,119809,1793505,475
157215,3009077,14,2.272477706090946,1,11,70.0,187.0,17934,812380,76
157215,4093549,1,0.1819118424280463,1,11,70.0,187.0,137,645,3
157215,4695142,1,0.1587566371485117,1,11,70.0,187.0,4036,13102,22
158115,3083601,36,5.740687156506995,1,84,84.0,122.0,19291,128885,79
158115,3124920,88,15.673695727548807,1,84,84.0,122.0,103678,931252,362
158235,3016824,2,0.19726417333867108,1,12,71.0,96.0,188825,7206348,336
160682,593254,2,0.3831409585270669,1,65,26.0,147.0,13251,305039,26
160682,2271344,32,4.7356940413376165,1,65,26.0,147.0,69351,2754113,153
161137,403243,18,2.7685591243524983,1,26,21.0,147.0,13934,124201,32
161137,1675557,1,0.18111148749870565,1,26,21.0,147.0,406,137735,4
161780,327592,2,0.3303046691869785,1,91,141.0,302.0,1679,14988,15
161780,1009683,4,0.4887539408589711,1,91,141.0,302.0,8024,174614,14
161780,3882506,7,1.070389491519899,1,91,141.0,302.0,1962,8477,9
163643,141686,11,0.9606942900139636,1,76,140.0,327.0,74764,4118258,73
163643,1401429,98,14.315933261973916,1,76,140.0,327.0,201874,4047901,554
163643,3345455,4,0.4499091130463045,1,76,140.0,327.0,6237,165018,12
163643,3483518,2,0.3278227297635201,1,76,140.0,327.0,7558,68041,12
163643,3898713,15,1.634768084996487,1,76,140.0,327.0,147144,3282394,348
164202,335946,18,2.3918767476663723,1,37,77.0,64.0,57972,535147,157
164202,589561,1,0.1223201773819952,1,37,77.0,64.0,14168,98864,64
164202,3105614,17,2.13080500598483,1,37,77.0,64.0,136026,3411468,197
164202,3720887,5,0.6771795118547183,1,37,77.0,64.0,32577,246015,136
165342,401979,32,5.042890616777751,1,145,59.0,162.0,31807,1707758,50
165342,4525961,154,34.00484950043313,1,145,59.0,162.0,6218,28632,45
165432,745080,30,4.598241497420702,1,17,66.0,133.0,133179,2081388,455
165432,2261932,5,0.5346190090609142,1,17,66.0,133.0,216901,8323523,416
165432,4475906,22,3.021594003065037,1,17,66.0,133.0,371263,4501917,1795
166896,11925,18,2.315783349941727,1,55,52.0,363.0,17895,376677,47
166896,3477846,4,0.5941987137397239,1,55,52.0,363.0,4050,404703,8
167933,4485709,1,0.0864303862565374,1,25,57.0,45.0,17356,294876,18
169009,1006259,5,0.5432000963393735,1,47,86.0,489.0,12677,220942,16
169009,1970737,52,10.785416820499757,1,47,86.0,489.0,21188,242370,42
169009,2555823,13,1.4670899353731883,1,47,86.0,489.0,18610,240863,38
169009,3598867,26,3.016963812377705,1,47,86.0,489.0,189733,7078559,299
170141,2442860,11,1.313120574791732,1,31,99.0,129.0,77050,2290122,174
170141,2727580,1,0.1483045680346019,1,31,99.0,129.0,9284,121718,25
170141,3241959,9,1.1675531291590489,1,31,99.0,129.0,45761,569427,110
170141,4710130,1,0.1483045680346019,1,31,99.0,129.0,8859,183473,27
171580,206378,3,0.38387982778221263,1,39,139.0,215.0,3245,126189,8
171580,2736875,2,0.2621662089276532,1,39,139.0,215.0,32278,1815599,36
171580,3807177,52,7.836993592240794,1,39,139.0,215.0,110679,1245198,443
173252,1235315,2,1.0883930084480542,1,8,7.0,37.0,5158,756931,3
173296,1975212,65,10.722809920629787,1,284,22.0,40.0,62583,515201,202
173296,4056091,56,9.49638884759286,1,284,22.0,40.0,34970,1409402,87
175210,187907,13,1.9966952921028247,1,36,116.0,114.0,20377,247473,75
175210,3002516,8,1.0518844021902845,1,36,116.0,114.0,12146,156213,21
175210,3938509,28,4.451465254752768,1,36,116.0,114.0,44993,127420,313
175210,4654985,2,0.3325620237923498,1,36,116.0,114.0,10688,86287,101
175535,176620,5,0.9046347777467348,1,11,10.0,85.0,14784,144307,96
175754,115337,2,0.3094426853852153,1,58,153.0,178.0,561,20739,4
175754,2553285,70,11.222932474580992,1,58,153.0,178.0,138633,2671436,264
175754,2810245,3,0.573778714815032,1,58,153.0,178.0,9210,173141,48
175754,3670763,3,0.31316085683153977,1,58,153.0,178.0,16721,393067,33
176218,2452371,20,6.242174353741317,1,24,34.0,140.0,262488,5961585,925
176218,3112851,45,11.571652186249812,1,24,34.0,140.0,32442,994499,81
176620,2861149,56,10.215203974105613,1,96,24.0,13.0,84961,567701,400
176886,2504892,1,0.15495167447311847,1,9,8.0,59.0,17180,178657,41
176923,1123796,10,1.1345720229910283,1,32,60.0,309.0,38969,907616,60
177185,1396078,3,0.6693740924872023,1,3,4.0,14.0,360,840,8
178684,3303004,1,0.15241507789284944,1,11,26.0,96.0,175,619,2
178841,943934,10,0.9527907581662748,1,18,41.0,221.0,208957,7055904,430
178841,3016866,6,0.8112733056660866,1,18,41.0,221.0,26379,1149059,25
181449,760372,232,35.51245774710081,1,124,258.0,224.0,285839,6021717,622
181449,3407212,76,9.330313516688202,1,124,258.0,224.0,167019,4842275,284
181925,488710,8,1.2422395690623165,1,23,33.0,72.0,8811,248188,43
181925,1870572,54,12.075915741147304,1,23,33.0,72.0,27693,725241,71
184061,1455731,6,0.7866582949132029,1,14,11.0,80.0,30078,1204709,71
184408,15031,34,6.2548595116139385,1,48,21.0,102.0,161989,3090537,353
184408,1427563,10,1.1022521458227972,1,48,21.0,102.0,130033,6543516,190
184672,593309,1,0.09731593463652254,1,9,8.0,312.0,232547,2210392,1272
184672,2437569,3,0.4104164119967377,1,9,8.0,312.0,8233,894262,8
184936,3793690,1,0.15506545993913626,1,5,13.0,81.0,340093,2918364,1881
185853,932451,15,2.2126427477393293,1,14,50.0,49.0,143975,691881,755
185853,1840412,20,2.793318571899924,1,14,50.0,49.0,230375,976481,1267
185853,1996477,2,0.2466563542938821,1,14,50.0,49.0,19321,244369,119
186840,2893631,25,5.761922381984018,1,18,37.0,47.0,20418,287983,73
187270,3294554,15,3.932910631383978,1,10,15.0,18.0,742,2646,17
187618,4037371,12,1.3162673395914208,1,22,15.0,90.0,490507,14204827,1197
187618,4122622,2,0.2340726051551973,1,22,15.0,90.0,3293,36201,12
187907,4839760,2,0.3344119771599592,1,75,36.0,51.0,443,2230,7
188953,899542,17,1.8062009215445272,1,72,76.0,176.0,100899,3520855,144
188953,2188128,38,4.443363436563557,1,72,76.0,176.0,163548,4069357,235
188953,3037949,26,2.9513047645230657,1,72,76.0,176.0,116851,1347044,191
188953,3960902,6,0.6179606099406445,1,72,76.0,176.0,41340,1594144,45
188953,4755433,2,0.2793840594642896,1,72,76.0,176.0,1573,5885,7
189871,2750199,1,0.12565612614889266,1,12,19.0,34.0,28870,325898,109
190283,1469686,6,0.8142833814508397,1,18,35.0,216.0,14901,955355,25
190283,2461055,2,0.361210293546996,1,18,35.0,216.0,1037,9702,14
190283,3097829,1,0.13159798653445134,1,18,35.0,216.0,8782,798946,18
190961,3044157,6,0.6322117108330335,1,45,108.0,77.0,65699,1716347,100
190987,3909397,121,20.628566181825725,1,222,133.0,46.0,60840,332079,366
191317,1128832,8,0.8944273739392284,1,44,186.0,372.0,11754,263691,23
191317,2171134,6,0.5750449507950207,1,44,186.0,372.0,67597,1470152,102
191317,3655190,30,4.160226589974823,1,44,186.0,372.0,181278,3022002,608
191317,4400515,26,3.2598201292370987,1,44,186.0,372.0,276637,3300473,1353
191317,4648287,5,0.6109735816634745,1,44,186.0,372.0,22329,1077140,17
191467,1564450,9,1.4624321577773505,1,130,136.0,270.0,11861,146308,22
191467,4464311,57,10.292299699373329,1,130,136.0,270.0,20746,69522,86
193634,405316,2,0.29044607763693553,1,18,32.0,226.0,2087,40169,7
193634,4499674,1,0.16621906201169442,1,18,32.0,226.0,531,2084,4
193919,726302,1,0.1374015444039756,1,7,32.0,131.0,6698,792449,6
193919,1336758,1,0.12601461636172911,1,7,32.0,131.0,11208,89474,29
194555,3886695,2,0.2755723646659185,1,39,48.0,326.0,550,2730,3
194555,4539090,6,0.8476861148640293,1,39,48.0,326.0,4641,438556,12
194816,3102929,3,0.4634310349620986,1,7,5.0,56.0,1681,58146,14
195823,601945,1,0.2269261879165124,1,11,17.0,58.0,160,685,3
197023,1045687,54,7.397394764750834,1,217,91.0,477.0,214605,7838724,289
197023,1137924,14,1.877565526051484,1,217,91.0,477.0,21905,1064912,32
197023,1448985,5,0.6421010589070639,1,217,91.0,477.0,14496,2102644,14
197023,1490053,11,1.3940059601681527,1,217,91.0,477.0,13250,597515,19
197023,4415975,17,2.3900273841251383,1,217,91.0,477.0,12190,302247,24
197023,4811785,1,0.11010451481579536,1,217,91.0,477.0,3033,65713,13
198501,3008082,33,7.503630634671475,1,6,36.0,117.0,23629,137001,65
199243,3216490,32,4.343087378360703,1,72,83.0,190.0,31803,516788,107
200983,323039,11,1.4359391350738009,1,31,74.0,158.0,80836,1803604,120
200983,3732480,40,6.730606857999742,1,31,74.0,158.0,217245,2768769,689
201039,4493044,2,0.2821585313413866,1,1794,18.0,42.0,7126,1133642,6
201148,50027,7,0.9029435867807628,1,11,24.0,99.0,66513,2476034,111
201148,1372647,1,0.08977159948718788,1,11,24.0,99.0,1138,67755,2
201161,3674345,45,18.13167349566233,1,17,9.0,332.0,42666,570166,134
202182,1577259,1,0.17235084417508334,1,33,25.0,16.0,45545,1388286,118
202406,151877,14,2.4719400578228576,1,47,51.0,124.0,9552,205330,49
202406,2460403,4,0.44351932847076403,1,47,51.0,124.0,29687,389711,97
204646,1403971,17,6.6521644421402275,1,19,45.0,129.0,246494,3983048,1101
205946,1671916,6,0.963935227612208,1,69,16.0,41.0,20052,1679396,24
205982,1794989,1,0.10910541888465557,1,129,137.0,412.0,7115,819487,9
205982,1834868,15,1.6105101432700784,1,129,137.0,412.0,86514,3099319,124
205982,2747738,3,0.4667089488926901,1,129,137.0,412.0,36067,343366,162
206603,14525,2,0.195098755357984,1,5,8.0,111.0,18006,864018,30
207387,4152034,5,0.4638642646167273,1,9,23.0,125.0,180134,7257533,298
207617,2421029,12,1.7766729309049232,1,90,120.0,280.0,53762,1126076,71
207617,2445753,90,15.058120736394697,1,90,120.0,280.0,166030,2424902,425
207617,4360894,25,2.84694146018108,1,90,120.0,280.0,128061,4342562,203
208339,2866126,11,2.707871189479882,1,33,54.0,88.0,50174,243749,242
208451,2109826,2,0.31903782428338723,1,88,59.0,337.0,3502,451556,7
208451,3953262,3,0.4909182387675083,1,88,59.0,337.0,5504,162262,15
209806,4799859,3,0.4218752056931712,1,15,12.0,77.0,65298,4452400,85
209952,4662682,11,1.9783815170465613,1,99,93.0,119.0,17622,481095,40
210398,3953254,3,0.4422903920739721,1,321,27.0,37.0,993,3117,7
210661,1656495,1,0.1006972053501205,1,36,33.0,71.0,10806,144105,43
210761,1117754,9,1.6768132947287586,1,65,68.0,106.0,2215,4510,14
211591,250899,2,0.363083934355895,1,2,93.0,135.0,25622,191985,96
211591,487236,30,4.88223030364576,1,2,93.0,135.0,315499,2701113,1841
211987,3348657,7,0.7568065811053387,1,51,65.0,75.0,45786,2411956,104
212426,1057603,6,1.3948457906182874,1,14,15.0,16.0,330,598,7
212805,403814,86,14.466159175153766,1,894,296.0,1.0,24462,124740,103
212805,2655904,28,4.423903601125618,1,894,296.0,1.0,12272,812323,32
212805,4492909,66,7.8811621361227715,1,894,296.0,1.0,42188,1466291,117
212806,1553340,23,2.466857962343811,1,51,85.0,330.0,70305,2301445,100
212806,2066240,7,0.7234462248744384,1,51,85.0,330.0,84370,1622230,176
212806,4685918,11,1.2754346236813927,1,51,85.0,330.0,23777,688485,55
213392,45986,8,1.2228177614576186,1,60,29.0,39.0,34062,228234,152
214035,753715,1,0.13484763677699266,1,5,19.0,49.0,4909,35806,15
214035,2549546,1,0.10056504052918623,1,5,19.0,49.0,9791,277665,40
214712,1009005,6,1.380563643949988,1,1,51.0,74.0,9975,809526,43
215004,268234,5,0.5487477494149398,1,175,86.0,390.0,10520,588929,12
215004,1320350,14,1.5377646396389542,1,175,86.0,390.0,106758,4391120,185
215004,3233775,36,4.3197871728742685,1,175,86.0,390.0,109813,4296274,139
215004,3457629,29,3.4875634417337453,1,175,86.0,390.0,125916,4385094,176
215004,4346633,2,0.1861757818637096,1,175,86.0,390.0,6623,123512,11
215517,1167211,14,2.150850306889008,1,64,57.0,28.0,27777,71718,115
216069,2173284,2,0.35668658685484866,1,374,104.0,208.0,372,940,5
216069,2194526,65,8.9188000264676,1,374,104.0,208.0,81492,1585498,181
216069,4586866,178,26.758052721435607,1,374,104.0,208.0,529742,8509457,1837
216069,4679263,36,5.262964360619594,1,374,104.0,208.0,197399,5294182,495
217062,4408822,47,8.271364382610635,1,78,113.0,180.0,16882,227568,62
218062,4693537,6,0.9162596714625508,1,4,27.0,41.0,21625,120632,131
219645,2953525,21,3.3562742038349525,1,33,40.0,19.0,44545,1018991,186
219686,1460801,12,1.5341594242682652,1,58,47.0,504.0,14085,883905,18
219686,3593265,21,2.8790606101400185,1,58,47.0,504.0,28968,810358,50
219686,4298661,18,2.35683528781778,1,58,47.0,504.0,21396,955088,35
219909,182166,4,0.4878572093836289,1,118,110.0,266.0,8837,176662,14
219909,2510818,19,2.422459516016875,1,118,110.0,266.0,21028,192065,36
219909,3182333,4,0.3869305420253199,1,118,110.0,266.0,77850,2323627,110
219909,3731965,50,8.61197058336169,1,118,110.0,266.0,86792,2666206,206
219909,4796122,26,4.231307912730708,1,118,110.0,266.0,13981,177954,36
220848,20388,122,33.35698119290378,1,56,61.0,417.0,815260,11371225,4841
220848,1485369,1,0.14655694955010296,1,56,61.0,417.0,1695,38627,14
220848,2658728,4,0.4216409655009961,1,56,61.0,417.0,13891,960595,12
220848,3689301,10,1.3850082525249214,1,56,61.0,417.0,25576,929215,44
